2r2rk1/2qbbppp/p1np1n2/1p6/3pP3/4NN1P/PP3PP1/RBBQR1K1 w - - 0 17,-0.09
2r2rk1/2qbbppp/p2p1n2/np2p3/3PP3/5N1P/PPB2PP1/R1BQRNK1 w - - 3 15,0.48
2r2rk1/2qbbppp/p2p1n2/np2p3/3PP3/5N1P/PP3PP1/RBBQRNK1 b - - 4 15,0.05
2r2rk1/2qbbppp/p2p4/1p1Pn3/3N4/7P/PP3PP1/RBBQR1K1 b - - 0 19,-0.09
2r2rk1/2qb1ppp/p2p1b2/1p1Pn3/3N4/7P/PP3PP1/RBBQR1K1 w - - 1 20,-0.17
2r2rk1/2qb1ppp/p2p1b2/1p1P4/3N4/1P2n2P/P4PP1/RB1QR1K1 w - - 0 22,-3.07
2r2rk1/2qb1ppp/p2p1b2/1p1P4/2nN4/1P2B2P/P4PP1/RB1QR1K1 b - - 0 21,-3.1
2r2rk1/2qb1ppp/p2p1b2/1p1P4/3N4/1P2P2P/P5P1/RB1QR1K1 b - - 0 22,-3.07
2r2rk1/2qb1ppp/p2p1b2/1p1Pn3/3N4/4B2P/PP3PP1/RB1QR1K1 b - - 2 20,-0.91
2r1r1k1/2qb1ppp/p2p1b2/1p1P4/3N4/1P2P2P/P5P1/RB1Q1RK1 b - - 2 23,-3.06
2r2rk1/2qb1ppp/p2p1b2/1p1P4/2nN4/4B2P/PP3PP1/RB1QR1K1 w - - 3 21,-0.84
2r1r1k1/3b1ppp/p2p1b2/1p1P4/3N4/1Pq1P2P/P5P1/RB1Q1RK1 w - - 3 24,-3.2
2r1r1k1/2qb1ppp/p2p1b2/1p1P4/3N4/1P2P2P/P5P1/RB1QR1K1 w - - 1 23,-3.15
2r1r1k1/3b1p1p/p2p1p2/1p1P4/3N4/1Pq1P2P/P5P1/RB1Q2K1 w - - 0 25,-4.07
2r1r1k1/5p1p/p2p1p2/1p1P1N2/8/1P5P/P3q1P1/R2Q3K w - - 1 28,-2.94
2r1r1k1/3b1ppp/p2p1R2/1p1P4/3N4/1Pq1P2P/P5P1/RB1Q2K1 b - - 0 24,-4.15
2r1r1k1/3b1p1p/p2p1p2/1p1P1B2/3N4/1P2q2P/P5P1/R2Q2K1 w - - 0 26,-4.17
2r1r1k1/5p1p/p2p1p2/1p1P1N2/3Q4/1P5P/P3q1P1/R6K b - - 2 28,-2.98
2r1r1k1/5p1p/p2p1p2/1p1P1b2/3N4/1P2q2P/P5P1/R2Q3K w - - 0 27,-4.01
2r1r1k1/5p1p/p2p1p2/1p1P1N2/8/1P2q2P/P5P1/R2Q3K b - - 0 27,-4.21
2r3k1/5p1p/p2N1p2/1p1Pr3/3Q4/1P5P/P3q1P1/R6K b - - 0 29,-4.08
2r1r1k1/3b1p1p/p2p1p2/1p1P1B2/3N4/1Pq1P2P/P5P1/R2Q2K1 b - - 1 25,-4.31
2r3k1/5p1p/p2p1p2/1p1PrN2/3Q4/1P5P/P3q1P1/R6K w - - 3 29,-3.35
2r1r1k1/3b1p1p/p2p1p2/1p1P1B2/3N4/1P2q2P/P5P1/R2Q3K b - - 1 26,-4.26
6k1/5p1p/p2N1p2/1p1Pr3/3Q4/1P5P/r3q1P1/6RK w - - 0 31,-2.59
Q5k1/5p1p/p2N1p2/1p1Pr2q/8/1P5P/r5P1/6RK b - - 3 32,-3.78
6k1/5p1p/p2N1p2/1p1Pr3/3Q4/1P5P/P1r1q1P1/6RK b - - 2 30,-3.28
6k1/5p1p/p2N1p2/1p1Pr3/3Q4/1P5P/P1r1q1P1/R6K w - - 1 30,-3.12
Q7/5pkp/p2N1p2/1p1Pr2q/8/1P5P/r5P1/6RK w - - 4 33,-3.89
Q3N3/5p1p/p2P1pk1/1p2r2q/8/1P5P/r5P1/6RK b - - 0 34,-2.43
Q3N3/5pkp/p4p2/1p1Pr2q/8/1P5P/r5P1/6RK b - - 5 33,-4.17
6k1/Q4p1p/p2N1p2/1p1Pr3/8/1P5P/r3q1P1/6RK b - - 1 31,-3.65
Q3N3/5p1p/p2P1pk1/1p1r3q/8/1P5P/r5P1/6RK w - - 1 35,-1.3
Q3N3/5p1p/p4pk1/1p1Pr2q/8/1P5P/r5P1/6RK w - - 6 34,-2.46
Q7/2N2p1p/p2P1pk1/1p1r3q/8/1P5P/r5P1/6RK b - - 2 35,-1.45
6Q1/2N2p1p/p2r1p2/1p3k1q/8/1P5P/r5P1/6RK w - - 2 37,8.11
6Q1/2N2p1p/p2r1p2/1p3k1q/6P1/1P5P/r7/6RK b - - 0 37,8.14
6k1/Q4p1p/p2N1p2/1p1Pr2q/8/1P5P/r5P1/6RK w - - 2 32,-3.53
Q7/2N2p1p/p2r1pk1/1p5q/8/1P5P/r5P1/6RK w - - 0 36,7.14
6Q1/2N2p1p/p2r1pk1/1p5q/8/1P5P/r5P1/6RK b - - 1 36,7.48
2r1r1k1/3b1ppp/p2p1R2/1p1P4/3N4/1P2P2P/P5P1/qB1Q2K1 w - - 0 25,3.85
r1bqk1nr/pppn2bp/3pp1p1/6N1/3PP3/8/PPP2PPP/RNBQK2R w KQkq - 0 7,2.37
r1bqk1nr/pppn2bp/3pN1p1/8/3PP3/8/PPP2PPP/RNBQK2R b KQkq - 0 7,2.31
r1bqk1nr/pppn1pbp/3pp1p1/6N1/2BPP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,2.13
r1b1k1nr/ppNnq1bp/3p2p1/8/3PP3/8/PPP2PPP/RNBQK2R b KQkq - 0 8,2.53
2r1r1k1/3b1ppB/p2p1R2/1p1P4/3N4/1P2P2P/P5P1/q2Q2K1 b - - 0 25,3.88
r1bqk1nr/pppnppbp/3p2p1/6N1/2BPP3/8/PPP2PPP/RNBQK2R b KQkq - 3 5,2.11
2r1r3/3b1ppk/p2p1R2/1p1P4/3N4/1P2P2P/P5P1/q2Q2K1 w - - 0 26,3.62
r1b1k1nr/pppnq1bp/3pN1p1/8/3PP3/8/PPP2PPP/RNBQK2R w KQkq - 1 8,2.68
2r1r1k1/5p1p/p2N1p2/1p1P4/8/1P5P/P3q1P1/R2Q3K b - - 0 28,-3.08
2r1r3/3b1p1k/p2p1p2/1p1P4/3N4/1P2P2P/P5P1/Q5K1 w - - 0 27,3.52
2r1r3/3b1ppk/p2p1R2/1p1P4/3N4/1P2P2P/P5P1/Q5K1 b - - 0 26,3.78
r1bqk1nr/pppn1pbp/3pB1p1/6N1/3PP3/8/PPP2PPP/RNBQK2R b KQkq - 0 6,2.16
2r1r3/3b1p1k/p2p1p2/1p1P4/3N4/1P2P2P/P5P1/5QK1 b - - 1 27,3.73
4r1k1/5p1p/p2N1p2/1p1P4/8/1P5P/P1r1Q1P1/R6K b - - 0 29,-4.56
Q3r3/5pkp/p4p2/1p1P3q/8/1P5P/r5P1/6RK w - - 0 34,-3.88
4r1k1/5p1p/p2N1p2/1p1P4/8/1P5P/P1r1q1P1/R2Q3K w - - 1 29,-3.43
6k1/5p1p/p2N1p2/1p1P4/8/1P5P/P1r1r1P1/R6K w - - 0 30,-4.44
4Q3/5pkp/p4p2/1p1P3q/8/1P5P/r5P1/6RK b - - 0 34,-3.85
Q7/2N2p1p/p2P1pk1/1p5q/8/1P1r3P/r5P1/6RK w - - 3 36,-1.33
4Q3/5pkp/p4p2/1p1q4/8/1P5P/r5P1/6RK w - - 0 35,-4.07
Q7/2NP1p1p/p4pk1/1p5q/8/1P1r3P/r5P1/6RK b - - 0 36,-1.23
5Q2/2NP1p1p/p4p1k/1p5q/8/1P1r3P/3r2P1/6RK b - - 4 38,-1.42
6Q1/2NP1p1p/p4pk1/1p5q/8/1P1r3P/3r2P1/6RK b - - 2 37,-1.31
Q7/2NP1p1p/p4pk1/1p5q/8/1P1r3P/3r2P1/6RK w - - 1 37,-1.18
6Q1/2NP1p1p/p4p1k/1p5q/8/1P1r3P/3r2P1/6RK w - - 3 38,-1.38
5Q2/2NP1p1p/p4p2/1p4kq/8/1P1r3P/3r2P1/6RK w - - 5 39,-1.21
6k1/5p1p/p2N1p2/1p1P4/8/1P5P/P1r1r1P1/6RK b - - 1 30,-4.77
4N3/3r1p1p/p4p2/1pQ3kq/8/1P5P/3r2P1/6RK b - - 1 40,-1.39
4NQ2/3P1p1p/p4p2/1p4kq/8/1P1r3P/3r2P1/6RK b - - 6 39,-1.43
4NQ2/3r1p1p/p4p2/1p4kq/8/1P5P/3r2P1/6RK w - - 0 40,-1.63
4N3/3r1p1p/p4p1k/1p5Q/8/1P5P/3r2P1/6RK b - - 0 41,-1.45
6k1/5p1p/p2N1p2/1p1P4/8/1P5P/P2rr1P1/6RK w - - 2 31,-4.73
4N3/3r1p1p/p4p2/1p5k/8/1P5P/3r2P1/6RK w - - 0 42,-1.47
8/3r1p1p/p4N2/1p5k/8/1P5P/3r2P1/6RK b - - 0 42,-1.57
8/3N1p1p/p5k1/1p6/8/1P5P/3r2P1/6RK b - - 0 43,-1.15
8/3r1p1p/p4Nk1/1p6/8/1P5P/3r2P1/6RK w - - 1 43,-1.21
6Q1/2N2p1p/p2r1p1k/1p5q/8/1P5P/r5P1/6RK w - - 2 37,7.0
4N1Q1/5p1p/p2r1p1k/1p4q1/8/1P5P/r5P1/6RK w - - 4 38,7.96
4N1Q1/5p1p/p2r1p1k/1p5q/8/1P5P/r5P1/6RK b - - 3 37,6.93
8/3r1p1p/p5k1/1p6/8/1P5P/6P1/6RK w - - 0 44,-1.13
4NQ2/5p1p/p2r1p2/1p4qk/8/1P5P/r5P1/6RK w - - 6 39,7.77
4NQ2/5p1p/p2r1p1k/1p4q1/8/1P5P/r5P1/6RK b - - 5 38,7.82
4N3/3r1p1p/p4p1k/1pQ4q/8/1P5P/3r2P1/6RK w - - 2 41,-1.99
5Q2/5p1p/p2N1p2/1p4qk/8/1P5P/r5P1/6RK b - - 0 39,7.95
